motivo	module	IDhomer	target	caste	status
M6	ME3W	ME3W.M9	113219182	worker	novel_motif
M6	ME3W	ME3W.M9	726544	worker	novel_motif
M7	ME3W	ME3W.M19	412739	worker	novel_motif
M7	ME3W	ME3W.M19	408528	worker	novel_motif
M7	ME3W	ME3W.M19	409674	worker	novel_motif
M7	ME3W	ME3W.M19	724047	worker	novel_motif
M7	ME3W	ME3W.M19	408500	worker	novel_motif
M7	ME3W	ME3W.M19	107965486	worker	novel_motif
M7	ME3W	ME3W.M19	113219237	worker	novel_motif
M7	ME3W	ME3W.M19	408444	worker	novel_motif
M7	ME3W	ME3W.M19	100578990	worker	novel_motif
M7	ME3W	ME3W.M19	406148	worker	novel_motif
M7	ME3W	ME3W.M19	411617	worker	novel_motif
M7	ME3W	ME3W.M19	408438	worker	novel_motif
M7	ME3W	ME3W.M19	408435	worker	novel_motif
M7	ME3W	ME3W.M19	409829	worker	novel_motif
M7	ME3W	ME3W.M19	726790	worker	novel_motif
M7	ME3W	ME3W.M19	726065	worker	novel_motif
M7	ME3W	ME3W.M19	410166	worker	novel_motif
M7	ME3W	ME3W.M19	724292	worker	novel_motif
M7	ME3W	ME3W.M19	100820634	worker	novel_motif
M7	ME3W	ME3W.M19	413109	worker	novel_motif
M7	ME3W	ME3W.M19	410309	worker	novel_motif
M7	ME3W	ME3W.M19	409061	worker	novel_motif
M7	ME3W	ME3W.M19	100578780	worker	novel_motif
M7	ME3W	ME3W.M19	724458	worker	novel_motif
M7	ME3W	ME3W.M19	107965037	worker	novel_motif
M7	ME3W	ME3W.M19	552518	worker	novel_motif
M7	ME3W	ME3W.M19	113219057	worker	novel_motif
M7	ME3W	ME3W.M19	409001	worker	novel_motif
M7	ME3W	ME3W.M19	409012	worker	novel_motif
M7	ME3W	ME3W.M19	406153	worker	novel_motif
M7	ME3W	ME3W.M19	413382	worker	novel_motif
M7	ME3W	ME3W.M19	725485	worker	novel_motif
M7	ME3W	ME3W.M19	113218954	worker	novel_motif
M7	ME3W	ME3W.M19	726829	worker	novel_motif
M7	ME3W	ME3W.M19	102654521	worker	novel_motif
M7	ME3W	ME3W.M19	412838	worker	novel_motif
M7	ME3W	ME3W.M19	409771	worker	novel_motif
M7	ME3W	ME3W.M19	725331	worker	novel_motif
M7	ME3W	ME3W.M19	725220	worker	novel_motif
M7	ME3W	ME3W.M19	408915	worker	novel_motif
M7	ME3W	ME3W.M19	100576293	worker	novel_motif
M7	ME3W	ME3W.M19	551259	worker	novel_motif
M7	ME3W	ME3W.M19	411748	worker	novel_motif
M7	ME3W	ME3W.M19	413410	worker	novel_motif
M7	ME3W	ME3W.M19	408874	worker	novel_motif
M7	ME3W	ME3W.M19	726914	worker	novel_motif
M7	ME3W	ME3W.M19	411113	worker	novel_motif
M7	ME3W	ME3W.M19	413170	worker	novel_motif
M7	ME3W	ME3W.M19	411078	worker	novel_motif
M7	ME3W	ME3W.M19	725015	worker	novel_motif
M7	ME3W	ME3W.M19	724973	worker	novel_motif
M7	ME3W	ME3W.M19	100578955	worker	novel_motif
M7	ME3W	ME3W.M19	102655354	worker	novel_motif
M7	ME3W	ME3W.M19	413858	worker	novel_motif
M7	ME3W	ME3W.M19	100578165	worker	novel_motif
M7	ME3W	ME3W.M19	107964028	worker	novel_motif
M7	ME3W	ME3W.M19	113218605	worker	novel_motif
M7	ME3W	ME3W.M19	100577670	worker	novel_motif
M7	ME3W	ME3W.M19	409038	worker	novel_motif
M7	ME3W	ME3W.M19	102655706	worker	novel_motif
M7	ME3W	ME3W.M19	412354	worker	novel_motif
M7	ME3W	ME3W.M19	551071	worker	novel_motif
M7	ME3W	ME3W.M19	410035	worker	novel_motif
M7	ME3W	ME3W.M19	726544	worker	novel_motif
M8	ME3W	ME3W.M17	408528	worker	novel_motif
M8	ME3W	ME3W.M17	102655865	worker	novel_motif
M8	ME3W	ME3W.M17	409674	worker	novel_motif
M8	ME3W	ME3W.M17	406068	worker	novel_motif
M8	ME3W	ME3W.M17	724047	worker	novel_motif
M8	ME3W	ME3W.M17	551303	worker	novel_motif
M8	ME3W	ME3W.M17	408444	worker	novel_motif
M8	ME3W	ME3W.M17	406148	worker	novel_motif
M8	ME3W	ME3W.M17	411617	worker	novel_motif
M8	ME3W	ME3W.M17	408438	worker	novel_motif
M8	ME3W	ME3W.M17	408435	worker	novel_motif
M8	ME3W	ME3W.M17	409829	worker	novel_motif
M8	ME3W	ME3W.M17	726790	worker	novel_motif
M8	ME3W	ME3W.M17	100578321	worker	novel_motif
M8	ME3W	ME3W.M17	409108	worker	novel_motif
M8	ME3W	ME3W.M17	724292	worker	novel_motif
M8	ME3W	ME3W.M17	100820634	worker	novel_motif
M8	ME3W	ME3W.M17	413109	worker	novel_motif
M8	ME3W	ME3W.M17	410309	worker	novel_motif
M8	ME3W	ME3W.M17	409061	worker	novel_motif
M8	ME3W	ME3W.M17	724458	worker	novel_motif
M8	ME3W	ME3W.M17	107965037	worker	novel_motif
M8	ME3W	ME3W.M17	552518	worker	novel_motif
M8	ME3W	ME3W.M17	726262	worker	novel_motif
M8	ME3W	ME3W.M17	113219057	worker	novel_motif
M8	ME3W	ME3W.M17	409001	worker	novel_motif
M8	ME3W	ME3W.M17	406153	worker	novel_motif
M8	ME3W	ME3W.M17	409018	worker	novel_motif
M8	ME3W	ME3W.M17	413382	worker	novel_motif
M8	ME3W	ME3W.M17	725485	worker	novel_motif
M8	ME3W	ME3W.M17	551263	worker	novel_motif
M8	ME3W	ME3W.M17	113218954	worker	novel_motif
M8	ME3W	ME3W.M17	412838	worker	novel_motif
M8	ME3W	ME3W.M17	725220	worker	novel_motif
M8	ME3W	ME3W.M17	406072	worker	novel_motif
M8	ME3W	ME3W.M17	100576948	worker	novel_motif
M8	ME3W	ME3W.M17	551259	worker	novel_motif
M8	ME3W	ME3W.M17	413410	worker	novel_motif
M8	ME3W	ME3W.M17	408874	worker	novel_motif
M8	ME3W	ME3W.M17	100577213	worker	novel_motif
M8	ME3W	ME3W.M17	409291	worker	novel_motif
M8	ME3W	ME3W.M17	726914	worker	novel_motif
M8	ME3W	ME3W.M17	411113	worker	novel_motif
M8	ME3W	ME3W.M17	113218777	worker	novel_motif
M8	ME3W	ME3W.M17	100578355	worker	novel_motif
M8	ME3W	ME3W.M17	413170	worker	novel_motif
M8	ME3W	ME3W.M17	725015	worker	novel_motif
M8	ME3W	ME3W.M17	724973	worker	novel_motif
M8	ME3W	ME3W.M17	408803	worker	novel_motif
M8	ME3W	ME3W.M17	411038	worker	novel_motif
M8	ME3W	ME3W.M17	100578955	worker	novel_motif
M8	ME3W	ME3W.M17	102655354	worker	novel_motif
M8	ME3W	ME3W.M17	113218626	worker	novel_motif
M8	ME3W	ME3W.M17	550964	worker	novel_motif
M8	ME3W	ME3W.M17	413858	worker	novel_motif
M8	ME3W	ME3W.M17	410967	worker	novel_motif
M8	ME3W	ME3W.M17	725829	worker	novel_motif
M8	ME3W	ME3W.M17	113218605	worker	novel_motif
M8	ME3W	ME3W.M17	100577670	worker	novel_motif
M8	ME3W	ME3W.M17	102655706	worker	novel_motif
M8	ME3W	ME3W.M17	412354	worker	novel_motif
M8	ME3W	ME3W.M17	551071	worker	novel_motif
M8	ME3W	ME3W.M17	410035	worker	novel_motif
M8	ME3W	ME3W.M17	113219182	worker	novel_motif
M8	ME3W	ME3W.M17	726544	worker	novel_motif
M9	ME3W	ME3W.M6	551848	worker	novel_motif
M9	ME3W	ME3W.M6	412739	worker	novel_motif
M9	ME3W	ME3W.M6	408528	worker	novel_motif
M9	ME3W	ME3W.M6	102655865	worker	novel_motif
M9	ME3W	ME3W.M6	409674	worker	novel_motif
M9	ME3W	ME3W.M6	406068	worker	novel_motif
M9	ME3W	ME3W.M6	411958	worker	novel_motif
M9	ME3W	ME3W.M6	724047	worker	novel_motif
M9	ME3W	ME3W.M6	408442	worker	novel_motif
M9	ME3W	ME3W.M6	408500	worker	novel_motif
M9	ME3W	ME3W.M6	107965486	worker	novel_motif
M9	ME3W	ME3W.M6	113219237	worker	novel_motif
M9	ME3W	ME3W.M6	408444	worker	novel_motif
M9	ME3W	ME3W.M6	100578990	worker	novel_motif
M9	ME3W	ME3W.M6	406148	worker	novel_motif
M9	ME3W	ME3W.M6	411617	worker	novel_motif
M9	ME3W	ME3W.M6	408438	worker	novel_motif
M9	ME3W	ME3W.M6	408435	worker	novel_motif
M9	ME3W	ME3W.M6	409829	worker	novel_motif
M9	ME3W	ME3W.M6	410166	worker	novel_motif
M9	ME3W	ME3W.M6	409108	worker	novel_motif
M9	ME3W	ME3W.M6	724292	worker	novel_motif
M9	ME3W	ME3W.M6	100820634	worker	novel_motif
M9	ME3W	ME3W.M6	413109	worker	novel_motif
M9	ME3W	ME3W.M6	410309	worker	novel_motif
M9	ME3W	ME3W.M6	100578780	worker	novel_motif
M9	ME3W	ME3W.M6	724458	worker	novel_motif
M9	ME3W	ME3W.M6	107965037	worker	novel_motif
M9	ME3W	ME3W.M6	726262	worker	novel_motif
M9	ME3W	ME3W.M6	113219057	worker	novel_motif
M9	ME3W	ME3W.M6	409001	worker	novel_motif
M9	ME3W	ME3W.M6	409012	worker	novel_motif
M9	ME3W	ME3W.M6	406153	worker	novel_motif
M9	ME3W	ME3W.M6	113218954	worker	novel_motif
M9	ME3W	ME3W.M6	726829	worker	novel_motif
M9	ME3W	ME3W.M6	102654521	worker	novel_motif
M9	ME3W	ME3W.M6	412838	worker	novel_motif
M9	ME3W	ME3W.M6	725331	worker	novel_motif
M9	ME3W	ME3W.M6	725220	worker	novel_motif
M9	ME3W	ME3W.M6	406072	worker	novel_motif
M9	ME3W	ME3W.M6	100576948	worker	novel_motif
M9	ME3W	ME3W.M6	408915	worker	novel_motif
M9	ME3W	ME3W.M6	100576293	worker	novel_motif
M9	ME3W	ME3W.M6	551259	worker	novel_motif
M9	ME3W	ME3W.M6	411748	worker	novel_motif
M9	ME3W	ME3W.M6	413410	worker	novel_motif
M9	ME3W	ME3W.M6	413474	worker	novel_motif
M9	ME3W	ME3W.M6	408874	worker	novel_motif
M9	ME3W	ME3W.M6	100577213	worker	novel_motif
M9	ME3W	ME3W.M6	726914	worker	novel_motif
M9	ME3W	ME3W.M6	411113	worker	novel_motif
M9	ME3W	ME3W.M6	113218777	worker	novel_motif
M9	ME3W	ME3W.M6	413170	worker	novel_motif
M9	ME3W	ME3W.M6	411078	worker	novel_motif
M9	ME3W	ME3W.M6	725015	worker	novel_motif
M9	ME3W	ME3W.M6	725126	worker	novel_motif
M9	ME3W	ME3W.M6	724973	worker	novel_motif
M9	ME3W	ME3W.M6	408803	worker	novel_motif
M9	ME3W	ME3W.M6	411038	worker	novel_motif
M9	ME3W	ME3W.M6	100578955	worker	novel_motif
M9	ME3W	ME3W.M6	550964	worker	novel_motif
M9	ME3W	ME3W.M6	413858	worker	novel_motif
M9	ME3W	ME3W.M6	410967	worker	novel_motif
M9	ME3W	ME3W.M6	725829	worker	novel_motif
M9	ME3W	ME3W.M6	107964028	worker	novel_motif
M9	ME3W	ME3W.M6	113218605	worker	novel_motif
M9	ME3W	ME3W.M6	100577670	worker	novel_motif
M9	ME3W	ME3W.M6	100578498	worker	novel_motif
M9	ME3W	ME3W.M6	102655706	worker	novel_motif
M9	ME3W	ME3W.M6	412354	worker	novel_motif
M9	ME3W	ME3W.M6	551071	worker	novel_motif
M9	ME3W	ME3W.M6	725284	worker	novel_motif
M9	ME3W	ME3W.M6	552530	worker	novel_motif
M9	ME3W	ME3W.M6	113219182	worker	novel_motif
M9	ME3W	ME3W.M6	726544	worker	novel_motif
