Motivo;Modulo;Target_id;relacao_conserv_dmel;status;Gene_Symbol
M13;ME3W;412739;nao;Predited_only;robo1
M6;ME3W;412739;nao;Predited_only;robo1
M7;ME3W;412739;nao;Predited_only;robo1
M9;ME3W;412739;nao;Predited_only;robo1
C2-M3;ME1W;412808;sim;TFBS_identificado;superdeath
M4;ME1W;412810;nao;Predited_only;Vha100-2
C2-M5;ME3W;412838;nao;TFBS_identificado;alpha-Man-IIb
C2-M7;ME3W;412838;nao;TFBS_identificado;alpha-Man-IIb
M10;ME3W;412838;nao;Predited_only;alpha-Man-IIb
M11;ME3W;412838;nao;Predited_only;alpha-Man-IIb
M13;ME3W;412838;nao;Predited_only;alpha-Man-IIb
M6;ME3W;412838;nao;Predited_only;alpha-Man-IIb
M7;ME3W;412838;nao;Predited_only;alpha-Man-IIb
M8;ME3W;412838;nao;Predited_only;alpha-Man-IIb
M9;ME3W;412838;nao;Predited_only;alpha-Man-IIb
C2-M3;ME1W;412923;nao;TFBS_identificado;Ass
M2;ME1W;412923;nao;Predited_only;Ass
C2-M3;ME1W;413053;sim;TFBS_identificado;wmd
M4;ME1W;413053;nao;Predited_only;wmd
M5;ME1W;413053;nao;Predited_only;wmd
C2-M3;ME1W;413098;nao;TFBS_identificado;413098
C2-M4;ME3W;413109;nao;TFBS_identificado;413109
C2-M5;ME3W;413109;nao;TFBS_identificado;413109
C2-M7;ME3W;413109;nao;TFBS_identificado;413109
M10;ME3W;413109;nao;Predited_only;413109
M11;ME3W;413109;nao;Predited_only;413109
M13;ME3W;413109;nao;Predited_only;413109
M6;ME3W;413109;nao;Predited_only;413109
M7;ME3W;413109;nao;Predited_only;413109
M8;ME3W;413109;nao;Predited_only;413109
M9;ME3W;413109;nao;Predited_only;413109
C2-M3;ME1W;413137;sim;TFBS_identificado;RpL15
C2-M3;ME1W;413145;sim;TFBS_identificado;eIF3f1
C2-M4;ME3W;413170;sim;TFBS_identificado;Klp98A
C2-M5;ME3W;413170;nao;TFBS_identificado;Klp98A
C2-M7;ME3W;413170;nao;TFBS_identificado;Klp98A
M10;ME3W;413170;nao;Predited_only;Klp98A
M11;ME3W;413170;nao;Predited_only;Klp98A
M13;ME3W;413170;nao;Predited_only;Klp98A
M6;ME3W;413170;nao;Predited_only;Klp98A
M7;ME3W;413170;nao;Predited_only;Klp98A
M8;ME3W;413170;nao;Predited_only;Klp98A
M9;ME3W;413170;nao;Predited_only;Klp98A
C2-M3;ME1W;413186;sim;TFBS_identificado;413186
C2-M3;ME1W;413213;nao;TFBS_identificado;413213
M2;ME1W;413213;nao;Predited_only;413213
M4;ME1W;413266;nao;Predited_only;413266
C2-M3;ME1W;413311;sim;TFBS_identificado;sturkopf
C2-M5;ME3W;413382;nao;TFBS_identificado;SKIP
C2-M7;ME3W;413382;nao;TFBS_identificado;SKIP
M10;ME3W;413382;nao;Predited_only;SKIP
M11;ME3W;413382;nao;Predited_only;SKIP
M13;ME3W;413382;nao;Predited_only;SKIP
M6;ME3W;413382;nao;Predited_only;SKIP
M7;ME3W;413382;nao;Predited_only;SKIP
M8;ME3W;413382;nao;Predited_only;SKIP
C2-M3;ME1W;413394;nao;TFBS_identificado;Sec22
C2-M3;ME1W;413398;sim;TFBS_identificado;mRpL32
M1;ME1W;413398;nao;Predited_only;mRpL32
C2-M5;ME3W;413410;nao;TFBS_identificado;siz
C2-M7;ME3W;413410;nao;TFBS_identificado;siz
M10;ME3W;413410;nao;Predited_only;siz
M12;ME3W;413410;nao;Predited_only;siz
M6;ME3W;413410;nao;Predited_only;siz
M7;ME3W;413410;nao;Predited_only;siz
M8;ME3W;413410;nao;Predited_only;siz
M9;ME3W;413410;nao;Predited_only;siz
C2-M5;ME3W;413440;nao;TFBS_identificado;kibra
C2-M7;ME3W;413440;nao;TFBS_identificado;kibra
M10;ME3W;413440;nao;Predited_only;kibra
M12;ME3W;413440;nao;Predited_only;kibra
M13;ME3W;413440;nao;Predited_only;kibra
M6;ME3W;413440;nao;Predited_only;kibra
C2-M3;ME1W;413470;sim;TFBS_identificado;RpL17
C2-M4;ME3W;413474;sim;TFBS_identificado;Hr39
C2-M5;ME3W;413474;nao;TFBS_identificado;Hr39
M10;ME3W;413474;nao;Predited_only;Hr39
M11;ME3W;413474;nao;Predited_only;Hr39
M12;ME3W;413474;nao;Predited_only;Hr39
M13;ME3W;413474;nao;Predited_only;Hr39
M6;ME3W;413474;nao;Predited_only;Hr39
M9;ME3W;413474;nao;Predited_only;Hr39
C2-M3;ME1W;413486;sim;TFBS_identificado;Cyt-b5
M14;ME6W;413501;nao;Predited_only;Wnt6
C2-M4;ME3W;413504;nao;TFBS_identificado;msn
C2-M5;ME3W;413504;nao;TFBS_identificado;msn
M10;ME3W;413504;nao;Predited_only;msn
M11;ME3W;413504;nao;Predited_only;msn
M6;ME3W;413504;nao;Predited_only;msn
C2-M3;ME1W;413517;nao;TFBS_identificado;Mpcp1
M3;ME1W;413517;nao;Predited_only;Mpcp1
C2-M3;ME1W;413567;nao;TFBS_identificado;413567
C2-M3;ME1W;413605;nao;TFBS_identificado;Cyt-c1
C2-M3;ME1W;413627;nao;TFBS_identificado;413627
C2-M3;ME1W;413655;nao;TFBS_identificado;413655
C2-M3;ME1W;413708;nao;TFBS_identificado;Pbgs
C2-M3;ME1W;413714;nao;TFBS_identificado;l(2)k14505
C2-M3;ME1W;413749;sim;TFBS_identificado;Spn88Ea
M4;ME1W;413785;nao;Predited_only;Fkbp14
C2-M3;ME1W;413799;nao;TFBS_identificado;Tim17b
C2-M5;ME3W;413858;nao;TFBS_identificado;413858
C2-M7;ME3W;413858;nao;TFBS_identificado;413858
M10;ME3W;413858;nao;Predited_only;413858
M6;ME3W;413858;nao;Predited_only;413858
M7;ME3W;413858;nao;Predited_only;413858
M8;ME3W;413858;nao;Predited_only;413858
M9;ME3W;413858;nao;Predited_only;413858
C2-M3;ME1W;413875;sim;TFBS_identificado;RpL31
C2-M3;ME1W;413928;sim;TFBS_identificado;mRpL13
C2-M3;ME1W;413976;sim;TFBS_identificado;Der-2
C2-M3;ME1W;414039;nao;TFBS_identificado;SmD2
C2-M3;ME1W;494503;nao;TFBS_identificado;TpnC25D
C2-M3;ME1W;544670;nao;TFBS_identificado;EF1a-F2
C2-M3;ME1W;550651;sim;TFBS_identificado;RpS4
C2-M3;ME1W;550667;nao;TFBS_identificado;SdhA
C2-M3;ME1W;550711;sim;TFBS_identificado;RpLP0
C2-M3;ME1W;550715;sim;TFBS_identificado;RpL12
M4;ME1W;550715;nao;Predited_only;RpL12
C2-M3;ME1W;550734;sim;TFBS_identificado;Txl
C2-M3;ME1W;550785;sim;TFBS_identificado;Ald1
C2-M3;ME1W;550875;sim;TFBS_identificado;mbf1
M2;ME1W;550875;nao;Predited_only;mbf1
C2-M3;ME1W;550915;sim;TFBS_identificado;Sfxn2
M4;ME1W;550915;nao;Predited_only;Sfxn2
C2-M3;ME1W;550932;sim;TFBS_identificado;Argk1
M4;ME1W;550932;nao;Predited_only;Argk1
C2-M3;ME1W;550956;nao;TFBS_identificado;Naxd
C2-M5;ME3W;550964;nao;TFBS_identificado;550964
M10;ME3W;550964;nao;Predited_only;550964
M11;ME3W;550964;nao;Predited_only;550964
M6;ME3W;550964;nao;Predited_only;550964
M8;ME3W;550964;nao;Predited_only;550964
M9;ME3W;550964;nao;Predited_only;550964
C1-M5;M4W;550977;nao;TFBS_identificado;550977
C2-M5;ME3W;551071;nao;TFBS_identificado;tou
C2-M7;ME3W;551071;nao;TFBS_identificado;tou
M10;ME3W;551071;nao;Predited_only;tou
M11;ME3W;551071;nao;Predited_only;tou
M12;ME3W;551071;nao;Predited_only;tou
M13;ME3W;551071;nao;Predited_only;tou
M6;ME3W;551071;nao;Predited_only;tou
M7;ME3W;551071;nao;Predited_only;tou
M8;ME3W;551071;nao;Predited_only;tou
M9;ME3W;551071;nao;Predited_only;tou
C2-M3;ME1W;551078;sim;TFBS_identificado;ND-23
C2-M3;ME1W;551106;sim;TFBS_identificado;Ufc1
C2-M3;ME1W;551107;nao;TFBS_identificado;RpL9
C2-M3;ME1W;551125;sim;TFBS_identificado;RpS15Aa
C2-M3;ME1W;551157;sim;TFBS_identificado;Nacalpha
C2-M3;ME1W;551158;sim;TFBS_identificado;mRpS17
C2-M3;ME1W;551169;sim;TFBS_identificado;SdhB
C2-M4;ME3W;551259;nao;TFBS_identificado;sls
C2-M5;ME3W;551259;nao;TFBS_identificado;sls
C2-M7;ME3W;551259;nao;TFBS_identificado;sls
M10;ME3W;551259;nao;Predited_only;sls
M11;ME3W;551259;nao;Predited_only;sls
M13;ME3W;551259;nao;Predited_only;sls
M6;ME3W;551259;nao;Predited_only;sls
M7;ME3W;551259;nao;Predited_only;sls
M8;ME3W;551259;nao;Predited_only;sls
M9;ME3W;551259;nao;Predited_only;sls
C2-M7;ME3W;551263;nao;TFBS_identificado;551263
M8;ME3W;551263;nao;Predited_only;551263
C2-M3;ME1W;551282;nao;TFBS_identificado;551282
C2-M3;ME1W;551301;sim;TFBS_identificado;Shawn
M10;ME3W;551303;nao;Predited_only;551303
M6;ME3W;551303;nao;Predited_only;551303
M8;ME3W;551303;nao;Predited_only;551303
C2-M3;ME1W;551318;nao;TFBS_identificado;551318
M4;ME1W;551318;nao;Predited_only;551318
C2-M3;ME1W;551330;sim;TFBS_identificado;RpS3
C2-M3;ME1W;551347;nao;TFBS_identificado;551347
C2-M3;ME1W;551353;sim;TFBS_identificado;l(1)G0320
C2-M3;ME1W;551381;sim;TFBS_identificado;COX7B
M4;ME1W;551395;nao;Predited_only;Acat2
C2-M3;ME1W;551397;nao;TFBS_identificado;mRpS18A
C2-M3;ME1W;551403;sim;TFBS_identificado;Scsalpha1
C2-M3;ME1W;551418;sim;TFBS_identificado;RpL13A
C2-M3;ME1W;551442;nao;TFBS_identificado;Nubpl
C2-M3;ME1W;551459;sim;TFBS_identificado;Yif1
C2-M3;ME1W;551477;sim;TFBS_identificado;EMC6
C2-M3;ME1W;551479;nao;TFBS_identificado;RpS21
C2-M3;ME1W;551505;sim;TFBS_identificado;EMC3
C2-M3;ME1W;551541;nao;TFBS_identificado;551541
M5;ME1W;551541;nao;Predited_only;551541
C2-M3;ME1W;551559;nao;TFBS_identificado;SsRbeta
C2-M3;ME1W;551572;sim;TFBS_identificado;551572
C2-M3;ME1W;551606;nao;TFBS_identificado;551606
M1;ME1W;551606;nao;Predited_only;551606
C2-M3;ME1W;551619;sim;TFBS_identificado;551619
C2-M3;ME1W;551644;sim;TFBS_identificado;RpS15
C2-M3;ME1W;551648;nao;TFBS_identificado;Hex110
C2-M3;ME1W;551655;sim;TFBS_identificado;CkIIbeta
M1;ME1W;551655;nao;Predited_only;CkIIbeta
C2-M3;ME1W;551660;nao;TFBS_identificado;ND-ASHI
M1;ME1W;551660;nao;Predited_only;ND-ASHI
C2-M3;ME1W;551695;sim;TFBS_identificado;pen-2
C2-M3;ME1W;551707;sim;TFBS_identificado;RnpS1
C2-M3;ME1W;551710;nao;TFBS_identificado;wal
M1;ME1W;551710;nao;Predited_only;wal
C2-M3;ME1W;551723;sim;TFBS_identificado;551723
C2-M3;ME1W;551757;sim;TFBS_identificado;UQCR-14
C2-M3;ME1W;551766;sim;TFBS_identificado;ATPsynbeta
C2-M3;ME1W;551785;nao;TFBS_identificado;Pgls
M14;ME6W;551799;nao;Predited_only;551799
M2;ME1W;551806;nao;Predited_only;Eglp2
C2-M3;ME1W;551817;sim;TFBS_identificado;dod
C2-M3;ME1W;551839;sim;TFBS_identificado;Adi1
C2-M3;ME1W;551844;sim;TFBS_identificado;551844
C2-M4;ME3W;551848;nao;TFBS_identificado;stan
C2-M5;ME3W;551848;nao;TFBS_identificado;stan
C2-M7;ME3W;551848;nao;TFBS_identificado;stan
M6;ME3W;551848;nao;Predited_only;stan
M9;ME3W;551848;nao;Predited_only;stan
C2-M3;ME1W;551861;sim;TFBS_identificado;ATPsynE
M4;ME1W;551861;nao;Predited_only;ATPsynE
C2-M3;ME1W;551866;nao;TFBS_identificado;ND-39
C2-M3;ME1W;551867;sim;TFBS_identificado;RpS13
C2-M3;ME1W;551870;sim;TFBS_identificado;RpL36
C2-M3;ME1W;551882;sim;TFBS_identificado;dj-1beta
M14;ME6W;551895;nao;Predited_only;551895
C2-M3;ME1W;551944;sim;TFBS_identificado;Phb2
C2-M3;ME1W;551956;sim;TFBS_identificado;Prosalpha5
C2-M3;ME1W;551960;sim;TFBS_identificado;eIF3k
M3;ME1W;551960;nao;Predited_only;eIF3k
C2-M3;ME1W;551974;nao;TFBS_identificado;Dim1
C2-M3;ME1W;551975;nao;TFBS_identificado;Tpx-4
C2-M3;ME1W;551986;nao;TFBS_identificado;Dera
C2-M3;ME1W;551992;sim;TFBS_identificado;Fib
M1;ME1W;551992;nao;Predited_only;Fib
C2-M3;ME1W;552018;sim;TFBS_identificado;Trm1
C2-M3;ME1W;552050;nao;TFBS_identificado;552050
M1;ME1W;552050;nao;Predited_only;552050
C2-M3;ME1W;552051;sim;TFBS_identificado;Ost48
M2;ME1W;552051;nao;Predited_only;Ost48
C2-M3;ME1W;552076;nao;TFBS_identificado;spt4
C2-M3;ME1W;552097;sim;TFBS_identificado;mRpL14
C2-M3;ME1W;552106;sim;TFBS_identificado;RpS30
C2-M3;ME1W;552118;nao;TFBS_identificado;se
M1;ME1W;552118;nao;Predited_only;se
C2-M3;ME1W;552124;nao;TFBS_identificado;Tsp74F
C2-M3;ME1W;552134;sim;TFBS_identificado;Rfk
C2-M3;ME1W;552223;sim;TFBS_identificado;shv
C2-M3;ME1W;552227;sim;TFBS_identificado;Tapdelta
C2-M3;ME1W;552234;nao;TFBS_identificado;Surf4
C2-M3;ME1W;552260;sim;TFBS_identificado;LSm1
C2-M3;ME1W;552266;sim;TFBS_identificado;RpS12
C2-M3;ME1W;552272;sim;TFBS_identificado;RpS23
M4;ME1W;552272;nao;Predited_only;RpS23
C2-M3;ME1W;552282;nao;TFBS_identificado;BI-1
C2-M3;ME1W;552283;nao;TFBS_identificado;552283
C2-M3;ME1W;552295;sim;TFBS_identificado;552295
C2-M3;ME1W;552304;nao;TFBS_identificado;GstS1
M14;ME6W;552311;nao;Predited_only;552311
C2-M3;ME1W;552318;sim;TFBS_identificado;RpL27A
M1;ME1W;552320;nao;Predited_only;552320
M4;ME1W;552322;nao;Predited_only;552322
C2-M3;ME1W;552323;sim;TFBS_identificado;Srp14
C2-M3;ME1W;552343;sim;TFBS_identificado;Etf-QO
C2-M3;ME1W;552354;sim;TFBS_identificado;slmo
M2;ME1W;552354;nao;Predited_only;slmo
C2-M3;ME1W;552372;sim;TFBS_identificado;EMC8-9
C2-M3;ME1W;552377;sim;TFBS_identificado;mdy
C2-M3;ME1W;552424;sim;TFBS_identificado;ND-PDSW
C2-M3;ME1W;552429;nao;TFBS_identificado;Prx5
M1;ME1W;552429;nao;Predited_only;Prx5
C2-M3;ME1W;552445;sim;TFBS_identificado;RpL3
C2-M3;ME1W;552470;sim;TFBS_identificado;p23
C2-M3;ME1W;552475;nao;TFBS_identificado;Acsf2
M4;ME1W;552475;nao;Predited_only;Acsf2
M5;ME1W;552475;nao;Predited_only;Acsf2
C2-M3;ME1W;552494;sim;TFBS_identificado;RpL37a
C2-M3;ME1W;552517;sim;TFBS_identificado;RpL13
C2-M5;ME3W;552518;nao;TFBS_identificado;5-HT2B
M10;ME3W;552518;nao;Predited_only;5-HT2B
M11;ME3W;552518;nao;Predited_only;5-HT2B
M7;ME3W;552518;nao;Predited_only;5-HT2B
M8;ME3W;552518;nao;Predited_only;5-HT2B
C2-M5;ME3W;552530;nao;TFBS_identificado;nab
M13;ME3W;552530;nao;Predited_only;nab
M6;ME3W;552530;nao;Predited_only;nab
M9;ME3W;552530;nao;Predited_only;nab
C2-M3;ME1W;552531;sim;TFBS_identificado;552531
C2-M3;ME1W;552551;sim;TFBS_identificado;552551
C2-M3;ME1W;552553;sim;TFBS_identificado;552553
C2-M3;ME1W;552564;sim;TFBS_identificado;RpS7
C2-M3;ME1W;552572;sim;TFBS_identificado;eEF5
M1;ME1W;552572;nao;Predited_only;eEF5
C2-M3;ME1W;552602;nao;TFBS_identificado;CHOp24
C2-M3;ME1W;552610;sim;TFBS_identificado;COX5B
C2-M3;ME1W;552627;nao;TFBS_identificado;CPR1
C2-M3;ME1W;552628;sim;TFBS_identificado;mRpL18
C2-M3;ME1W;552632;nao;TFBS_identificado;552632
M1;ME1W;552632;nao;Predited_only;552632
C2-M3;ME1W;552641;sim;TFBS_identificado;mRpL2
M2;ME1W;552641;nao;Predited_only;mRpL2
C2-M3;ME1W;552645;nao;TFBS_identificado;Manf
M3;ME1W;552645;nao;Predited_only;Manf
C2-M3;ME1W;552649;sim;TFBS_identificado;eEF1beta
C2-M3;ME1W;552665;nao;TFBS_identificado;552665
C2-M3;ME1W;552671;sim;TFBS_identificado;UQCR-C2
C2-M3;ME1W;552682;nao;TFBS_identificado;ATPsyndelta
M4;ME1W;552692;nao;Predited_only;Daao1
C2-M3;ME1W;552699;sim;TFBS_identificado;ATPsyngamma
C1-M5;M4W;552700;nao;TFBS_identificado;Cul3
C2-M3;ME1W;552705;sim;TFBS_identificado;jagn
C2-M3;ME1W;552712;nao;TFBS_identificado;Pgd
M5;ME1W;552724;nao;Predited_only;552724
C2-M3;ME1W;552727;nao;TFBS_identificado;Tim23
C2-M3;ME1W;552741;nao;TFBS_identificado;Sem1
C2-M3;ME1W;552746;nao;TFBS_identificado;552746
C2-M3;ME1W;552769;nao;TFBS_identificado;heix
C2-M3;ME1W;552774;sim;TFBS_identificado;RpL28
C2-M3;ME1W;552779;nao;TFBS_identificado;Ubc7
C2-M3;ME1W;552781;sim;TFBS_identificado;NHP2
C1-M5;M4W;552787;nao;TFBS_identificado;Top3beta
M1;ME1W;552809;nao;Predited_only;ND-MLRQ
C2-M3;ME1W;552835;nao;TFBS_identificado;Grx5
C2-M3;ME1W;552838;sim;TFBS_identificado;Rpn12
C2-M4;ME3W;724047;nao;TFBS_identificado;Mad
C2-M5;ME3W;724047;nao;TFBS_identificado;Mad
C2-M7;ME3W;724047;nao;TFBS_identificado;Mad
M10;ME3W;724047;nao;Predited_only;Mad
M11;ME3W;724047;nao;Predited_only;Mad
M12;ME3W;724047;nao;Predited_only;Mad
M13;ME3W;724047;nao;Predited_only;Mad
M6;ME3W;724047;nao;Predited_only;Mad
M7;ME3W;724047;nao;Predited_only;Mad
M8;ME3W;724047;nao;Predited_only;Mad
M9;ME3W;724047;nao;Predited_only;Mad
C2-M3;ME1W;724142;sim;TFBS_identificado;RpL24
C2-M3;ME1W;724144;nao;TFBS_identificado;e(r)
C2-M3;ME1W;724164;sim;TFBS_identificado;mRpL30
C2-M3;ME1W;724188;sim;TFBS_identificado;Sec61beta
C2-M3;ME1W;724221;nao;TFBS_identificado;724221
C2-M3;ME1W;724233;sim;TFBS_identificado;RpS17
C2-M3;ME1W;724241;nao;TFBS_identificado;Sbat
M3;ME1W;724241;nao;Predited_only;Sbat
C2-M3;ME1W;724263;sim;TFBS_identificado;mRpL51
C2-M3;ME1W;724264;sim;TFBS_identificado;ND-B14.5AL
C2-M3;ME1W;724274;nao;TFBS_identificado;724274
M3;ME1W;724274;nao;Predited_only;724274
C2-M5;ME3W;724292;nao;TFBS_identificado;dlg1
C2-M7;ME3W;724292;nao;TFBS_identificado;dlg1
M10;ME3W;724292;nao;Predited_only;dlg1
M11;ME3W;724292;nao;Predited_only;dlg1
M6;ME3W;724292;nao;Predited_only;dlg1
M7;ME3W;724292;nao;Predited_only;dlg1
M8;ME3W;724292;nao;Predited_only;dlg1
M9;ME3W;724292;nao;Predited_only;dlg1
C2-M3;ME1W;724320;sim;TFBS_identificado;Phf5a
M4;ME1W;724320;nao;Predited_only;Phf5a
C2-M3;ME1W;724346;sim;TFBS_identificado;cnir
C2-M3;ME1W;724367;nao;TFBS_identificado;724367
M4;ME1W;724367;nao;Predited_only;724367
C2-M3;ME1W;724369;sim;TFBS_identificado;RpS25
C1-M5;M4W;724383;nao;TFBS_identificado;CenG1A
C2-M3;ME1W;724407;nao;TFBS_identificado;724407
M3;ME1W;724407;nao;Predited_only;724407
C2-M5;ME3W;724458;nao;TFBS_identificado;sc
C2-M7;ME3W;724458;nao;TFBS_identificado;sc
M10;ME3W;724458;nao;Predited_only;sc
M11;ME3W;724458;nao;Predited_only;sc
M12;ME3W;724458;nao;Predited_only;sc
M13;ME3W;724458;nao;Predited_only;sc
M6;ME3W;724458;nao;Predited_only;sc
M7;ME3W;724458;nao;Predited_only;sc
M8;ME3W;724458;nao;Predited_only;sc
M9;ME3W;724458;nao;Predited_only;sc
C2-M3;ME1W;724486;sim;TFBS_identificado;san
C2-M3;ME1W;724490;nao;TFBS_identificado;724490
M5;ME1W;724490;nao;Predited_only;724490
C2-M3;ME1W;724494;sim;TFBS_identificado;SelR
C2-M3;ME1W;724516;sim;TFBS_identificado;mRpL50
M1;ME1W;724516;nao;Predited_only;mRpL50
M4;ME1W;724516;nao;Predited_only;mRpL50
C2-M3;ME1W;724531;sim;TFBS_identificado;RpS28b
C2-M3;ME1W;724533;sim;TFBS_identificado;SmD3
M14;ME6W;724604;nao;Predited_only;724604
C2-M3;ME1W;724625;sim;TFBS_identificado;Rpb10
M4;ME1W;724625;nao;Predited_only;Rpb10
C2-M3;ME1W;724631;sim;TFBS_identificado;RpL29
C2-M3;ME1W;724638;sim;TFBS_identificado;Nop10
C2-M3;ME1W;724639;sim;TFBS_identificado;724639
C2-M3;ME1W;724649;nao;TFBS_identificado;CPR21
C2-M3;ME1W;724676;sim;TFBS_identificado;Arl1
C2-M3;ME1W;724719;sim;TFBS_identificado;NP15.6
M4;ME1W;724719;nao;Predited_only;NP15.6
M14;ME6W;724727;nao;Predited_only;724727
C2-M3;ME1W;724744;sim;TFBS_identificado;mRpS14
C2-M5;ME3W;724767;nao;TFBS_identificado;724767
M6;ME3W;724767;nao;Predited_only;724767
C2-M3;ME1W;724790;sim;TFBS_identificado;mRpL41
C2-M3;ME1W;724791;nao;TFBS_identificado;Vkor
C2-M3;ME1W;724802;sim;TFBS_identificado;724802
C2-M3;ME1W;724808;nao;TFBS_identificado;724808
M3;ME1W;724808;nao;Predited_only;724808
C2-M3;ME1W;724825;nao;TFBS_identificado;724825
C2-M3;ME1W;724827;sim;TFBS_identificado;ND-B18
C2-M3;ME1W;724868;sim;TFBS_identificado;RpS11
C2-M3;ME1W;724869;nao;TFBS_identificado;724869
C2-M3;ME1W;724874;nao;TFBS_identificado;724874
C1-M5;M4W;724888;nao;TFBS_identificado;Rassf
M1;ME1W;724909;nao;Predited_only;Ipk2
C2-M3;ME1W;724919;nao;TFBS_identificado;Marc
M1;ME1W;724919;nao;Predited_only;Marc
M2;ME1W;724919;nao;Predited_only;Marc
C2-M3;ME1W;724966;nao;TFBS_identificado;RpL39
M1;ME1W;724966;nao;Predited_only;RpL39
C2-M4;ME3W;724973;nao;TFBS_identificado;Fak
C2-M5;ME3W;724973;nao;TFBS_identificado;Fak
C2-M7;ME3W;724973;nao;TFBS_identificado;Fak
M10;ME3W;724973;nao;Predited_only;Fak
M11;ME3W;724973;nao;Predited_only;Fak
M12;ME3W;724973;nao;Predited_only;Fak
M13;ME3W;724973;nao;Predited_only;Fak
M6;ME3W;724973;nao;Predited_only;Fak
M7;ME3W;724973;nao;Predited_only;Fak
M8;ME3W;724973;nao;Predited_only;Fak
M9;ME3W;724973;nao;Predited_only;Fak
C2-M3;ME1W;724988;nao;TFBS_identificado;724988
C2-M3;ME1W;724993;nao;TFBS_identificado;724993
C2-M5;ME3W;725015;nao;TFBS_identificado;725015
C2-M7;ME3W;725015;nao;TFBS_identificado;725015
M10;ME3W;725015;nao;Predited_only;725015
M11;ME3W;725015;nao;Predited_only;725015
M12;ME3W;725015;nao;Predited_only;725015
M6;ME3W;725015;nao;Predited_only;725015
M7;ME3W;725015;nao;Predited_only;725015
M8;ME3W;725015;nao;Predited_only;725015
M9;ME3W;725015;nao;Predited_only;725015
M5;ME1W;725036;nao;Predited_only;Lsm11
C2-M3;ME1W;725059;sim;TFBS_identificado;ksh
M1;ME1W;725059;nao;Predited_only;ksh
C2-M3;ME1W;725062;sim;TFBS_identificado;mRpL4
C2-M3;ME1W;725076;sim;TFBS_identificado;CNBP
M4;ME1W;725102;nao;Predited_only;725102
M6;ME3W;725115;nao;Predited_only;hfp
C2-M4;ME3W;725126;nao;TFBS_identificado;Dsx
M6;ME3W;725126;nao;Predited_only;Dsx
M9;ME3W;725126;nao;Predited_only;Dsx
C2-M3;ME1W;725142;sim;TFBS_identificado;725142
M3;ME1W;725142;nao;Predited_only;725142
C2-M3;ME1W;725146;nao;TFBS_identificado;725146
C2-M3;ME1W;725147;sim;TFBS_identificado;RpS29
C2-M3;ME1W;725159;nao;TFBS_identificado;725159
M1;ME1W;725159;nao;Predited_only;725159
C2-M3;ME1W;725170;sim;TFBS_identificado;725170
C2-M4;ME3W;725220;nao;TFBS_identificado;HGTX
C2-M5;ME3W;725220;nao;TFBS_identificado;HGTX
C2-M7;ME3W;725220;nao;TFBS_identificado;HGTX
M10;ME3W;725220;nao;Predited_only;HGTX
M11;ME3W;725220;nao;Predited_only;HGTX
M12;ME3W;725220;nao;Predited_only;HGTX
M13;ME3W;725220;nao;Predited_only;HGTX
M6;ME3W;725220;nao;Predited_only;HGTX
M7;ME3W;725220;nao;Predited_only;HGTX
M8;ME3W;725220;nao;Predited_only;HGTX
M9;ME3W;725220;nao;Predited_only;HGTX
C2-M3;ME1W;725230;nao;TFBS_identificado;725230
C2-M3;ME1W;725240;sim;TFBS_identificado;Tim9a
M5;ME1W;725240;nao;Predited_only;Tim9a
C2-M3;ME1W;725253;sim;TFBS_identificado;QIL1
C2-M3;ME1W;725258;nao;TFBS_identificado;spidey
C2-M3;ME1W;725266;sim;TFBS_identificado;725266
C2-M3;ME1W;725272;nao;TFBS_identificado;His3:CG31613
C2-M3;ME1W;725274;nao;TFBS_identificado;scu
M11;ME3W;725284;nao;Predited_only;725284
M6;ME3W;725284;nao;Predited_only;725284
M9;ME3W;725284;nao;Predited_only;725284
M14;ME6W;725289;nao;Predited_only;725289
C2-M3;ME1W;725291;sim;TFBS_identificado;mRpS16
C2-M3;ME1W;725308;nao;TFBS_identificado;725308
M1;ME1W;725308;nao;Predited_only;725308
C2-M3;ME1W;725315;nao;TFBS_identificado;ND-B15
M3;ME1W;725315;nao;Predited_only;ND-B15
C2-M3;ME1W;725329;sim;TFBS_identificado;MESR6
C2-M4;ME3W;725331;nao;TFBS_identificado;Sidpn
C2-M5;ME3W;725331;nao;TFBS_identificado;Sidpn
C2-M7;ME3W;725331;nao;TFBS_identificado;Sidpn
M10;ME3W;725331;nao;Predited_only;Sidpn
M11;ME3W;725331;nao;Predited_only;Sidpn
M13;ME3W;725331;nao;Predited_only;Sidpn
M6;ME3W;725331;nao;Predited_only;Sidpn
M7;ME3W;725331;nao;Predited_only;Sidpn
M9;ME3W;725331;nao;Predited_only;Sidpn
C2-M3;ME1W;725344;nao;TFBS_identificado;725344
C2-M3;ME1W;725357;sim;TFBS_identificado;725357
C2-M3;ME1W;725414;nao;TFBS_identificado;725414
C2-M3;ME1W;725426;nao;TFBS_identificado;725426
M10;ME3W;725485;nao;Predited_only;725485
M7;ME3W;725485;nao;Predited_only;725485
M8;ME3W;725485;nao;Predited_only;725485
C2-M3;ME1W;725491;sim;TFBS_identificado;PIG-M
C2-M3;ME1W;725500;nao;TFBS_identificado;725500
C2-M3;ME1W;725538;nao;TFBS_identificado;mRpS28
C2-M3;ME1W;725566;nao;TFBS_identificado;SdhD
C2-M3;ME1W;725569;nao;TFBS_identificado;Efr
